O1,O2,O3,O4,O5,Y1,Y2,Y3,Y4,Y5
1.06,1.068,0.96,1.188,1.08,0.796,0.92,0.924,0.948,1.088
1.052,1.088,0.98,1.192,1.084,0.884,0.916,0.936,1.104,1.06
1.048,1.072,0.984,1.188,1.088,0.892,1.076,0.952,1.348,1.128
1.064,1.076,0.996,1.208,1.1,0.82,1.128,0.944,1.296,1.092
1.068,1.08,1,1.224,1.096,0.848,1.04,0.896,1.2,1.08
1.06,1.096,0.988,1.228,1.096,0.908,1.108,0.876,1.248,1.128
1.06,1.08,1.008,1.244,1.112,0.82,1.124,0.852,1.22,1.06
1.052,1.1,1.028,1.252,1.128,0.796,1.04,0.904,1.2,1.048
1.056,1.076,1.004,1.24,1.12,0.84,1.052,0.964,1.3,1.06
1.028,1.088,1.012,1.252,1.116,0.86,1.044,0.952,1.244,1.012
1.012,1.112,1.024,1.216,1.112,0.788,1.008,0.904,1.232,1.072
1.012,1.1,0.992,1.22,1.108,0.832,1.06,0.916,1.308,1.144
1.024,1.104,0.996,1.216,1.1,0.9,1.092,0.912,1.252,1.076
1.024,1.112,0.992,1.196,1.112,0.892,1.008,0.904,1.404,1.14
1.036,1.104,0.988,1.2,1.108,0.792,1.02,0.888,1.352,1.148
1.06,1.124,1.004,1.192,1.112,0.844,1.072,0.9,1.3,1.08
1.068,1.12,1,1.18,1.112,0.876,1.064,0.9,1.444,1.108
1.052,1.096,1.008,1.192,1.112,0.84,1.044,0.928,1.384,1.06
1.048,1.084,1.012,1.16,1.112,0.804,1.092,0.952,1.292,0.98
1.06,1.092,1.032,1.148,1.108,0.884,1.08,0.96,1.552,0.996
1.056,1.088,1.012,1.144,1.1,0.836,0.984,0.94,1.328,1.068
1.048,1.076,0.996,1.144,1.108,0.808,1,0.884,1.46,1.096
1.06,1.076,1.012,1.148,1.108,0.828,1.048,0.864,1.328,1.212
1.064,1.096,1.004,1.112,1.104,1.052,1.04,0.88,1.304,1.184
1.076,1.076,0.98,1.048,1.108,0.932,1.076,0.888,1.376,1.148
1.064,1.08,0.992,1.052,1.112,0.824,0.952,0.932,1.208,1.188
1.064,1.056,0.98,1.06,1.112,0.84,0.88,0.956,1.408,1.148
1.068,1.036,0.988,1.028,1.12,0.9,0.904,0.98,1.428,1.128
1.048,1.052,1.016,1.012,1.108,0.812,1.052,0.948,1.48,1.14
1.044,1.036,1.004,0.992,1.096,0.8,1.088,0.932,1.4,1.104
1.056,1.048,0.996,0.98,1.1,0.852,0.952,0.952,1.352,1.064
1.064,1.068,0.996,0.964,1.096,0.936,0.996,0.956,1.452,1.068
1.072,1.052,1.004,0.972,1.084,0.824,1.06,0.952,1.272,1.028
1.068,1.068,0.972,0.972,1.08,0.756,1.084,0.908,1.34,1.024
1.076,1.076,0.972,0.98,1.084,0.836,1.008,0.872,1.304,1.084
1.088,1.064,0.984,0.972,1.08,1.06,1.08,0.908,1.364,1.08
1.04,1.08,0.996,0.976,1.08,0.892,1.096,0.944,1.448,1.076
0.976,0.988,1.004,0.988,1.088,0.876,1.084,0.972,1.32,1.136
0.992,1,1.02,0.984,1.096,0.948,0.968,1,1.42,1.128
1.004,1.132,1.012,0.992,1.104,0.832,1.072,0.976,1.228,1.068
1.004,1.116,1.004,0.992,1.112,0.764,1.12,0.936,1.332,1.1
0.984,1.096,1.02,0.976,1.12,0.788,1.108,0.924,1.54,1.104
1.012,1.096,1.028,0.996,1.128,0.776,1.004,0.96,1.34,1.036
1.024,1.092,0.992,0.996,1.108,0.8,1.088,0.96,1.464,1.068
1.008,1.084,0.984,0.996,1.124,0.756,1.1,0.964,1.412,1.088
1.024,1.096,1.012,1.02,1.124,0.696,1.04,0.96,1.544,1.056
1.048,1.092,1.04,1.036,1.14,0.708,1.092,0.936,1.388,1.052
1.044,1.092,1.02,1.064,1.116,0.696,1.08,0.916,1.424,1.072
1.036,1.112,0.964,1.148,1.108,0.716,1.068,0.904,1.424,1.064
1.044,1.108,0.96,1.264,1.108,0.812,1.068,0.904,1.344,1.028
1.064,1.08,0.968,1.244,1.112,0.904,1.084,0.884,1.432,1.068
1.048,1.064,0.956,1.244,1.104,0.76,1.06,0.896,1.26,1.08
1.072,1.056,0.968,1.276,1.1,0.764,1.016,0.908,1.412,1.028
1.08,1.036,0.972,1.3,1.104,0.772,0.996,0.968,1.412,1.048
1.056,1.056,0.996,1.304,1.096,0.772,1.084,1.064,1.332,1.072
1.06,1.06,0.98,1.284,1.096,0.748,1.12,1.096,1.448,1.068
1.072,1.036,0.976,1.276,1.1,0.816,1.076,1.068,1.276,1.056
1.072,1.068,0.96,1.264,1.096,0.884,0.9,1.016,1.368,1.084
1.092,1.072,0.96,1.264,1.096,0.78,0.888,0.972,1.344,1.096
1.084,1.064,0.948,1.276,1.08,0.84,0.992,0.928,1.38,1.032
1.084,1.072,0.956,1.256,1.08,0.868,1.108,0.892,1.396,1.064
1.088,1.06,0.96,1.284,1.08,0.824,0.944,0.888,1.276,0.948
1.08,1.068,0.932,1.3,1.068,0.788,1.044,0.892,1.412,0.86
1.04,1.084,0.92,1.28,1.076,0.864,1.12,0.936,1.276,0.824
1.056,1.06,0.916,1.272,1.076,0.916,1.12,1.016,1.412,0.812
1.048,1.08,0.872,1.272,1.08,0.864,1.052,1.044,1.316,0.8
1.028,1.092,0.868,1.244,1.076,0.824,0.956,1.036,1.392,0.796
1.012,1.068,0.908,1.224,1.088,0.92,1.036,1.016,1.32,0.876
1.008,1.092,0.944,1.224,1.088,0.864,1.088,0.984,1.296,0.94
0.988,1.1,0.952,1.224,1.096,0.796,0.988,0.956,1.312,1.072
0.976,1.1,0.976,1.212,1.096,0.816,1.072,0.94,1.224,1.056
0.968,1.096,0.996,1.204,1.096,0.8,1.092,0.968,1.4,1
0.96,1.096,0.996,1.236,1.112,0.748,1.088,0.996,1.304,1.02
0.972,1.096,1.016,1.2,1.128,0.756,1.064,1.036,1.392,1.036
0.988,1.088,1.008,1.184,1.14,0.728,1.112,1.056,1.424,0.984
1.008,1.092,1.02,1.224,1.144,0.708,1.076,1.076,1.264,1.004
1.008,1.064,1,1.156,1.14,0.712,1.044,1.072,1.364,1.024
1.036,1.072,1.024,1.132,1.124,0.732,1.108,1.032,1.3,1.008
1.044,1.088,1.028,1.136,1.124,0.68,1.116,0.98,1.256,1.044
1.052,1.08,1.004,1.116,1.124,0.668,1.076,0.924,1.216,1.128
1.068,1.104,1.012,1.112,1.136,0.708,0.98,0.944,1.152,1.156
1.068,1.088,1.024,1.08,1.128,0.856,0.964,1.016,1.52,1.148
1.076,1.04,1.008,1.036,1.132,0.92,1.192,1.052,1.324,1.216
1.092,1.052,1.012,1.016,1.12,0.772,1.152,1.048,1.336,1.152
1.084,1.06,1.016,0.992,1.104,0.856,1.032,0.968,1.296,1.12
1.048,1.052,1.016,0.972,1.108,0.932,1.1,0.9,1.204,1.136
1.06,1.072,1.012,0.948,1.108,0.768,1.088,0.88,1.3,1.108
1.064,1.092,1.012,0.928,1.112,0.756,0.996,0.924,1.184,1.084
1.072,1.072,0.988,0.924,1.108,0.792,0.96,1.028,1.288,1.124
1.044,1.076,1.008,0.928,1.1,0.948,1.152,1.084,1.304,1.112
1.012,1.088,1.02,0.968,1.092,0.864,1.144,1.068,1.212,1.092
1.012,1.072,1,1.032,1.088,0.92,1.012,1.032,1.432,1.112
1.004,1.072,1.048,1.016,1.092,0.88,1.104,0.988,1.332,1.124
0.988,1.088,1.052,1.148,1.088,0.816,1.088,0.948,1.388,1.076
0.976,1.092,1.024,1.092,1.088,0.816,1.072,0.916,1.368,1.096
0.972,1.08,1.028,1.064,1.072,0.984,1.108,0.916,1.332,1.1
0.96,1.1,1.04,1.06,1.064,0.948,1.076,0.94,1.388,1.072
0.944,1.092,1.016,1.044,1.056,0.852,1.056,0.936,1.284,1.136
0.924,1.084,1.024,1.068,1.06,1.016,1.092,0.968,1.396,1.128
0.92,1.092,1.028,1.104,1.052,0.976,1.088,1,1.268,1.096
0.928,1.088,1,1.204,1.052,0.828,1.072,1.096,1.364,1.128
0.944,1.064,0.988,1.24,1.052,0.856,1.096,1.08,1.288,1.116
0.972,1.08,1.004,1.192,1.04,0.956,1.096,1.076,1.256,1.072
0.996,1.084,1,1.216,1.04,0.9,1.084,1.032,1.308,1.096
1.02,1.06,1,1.208,1.048,0.836,1.08,0.956,1.112,1.076
1.048,1.064,1.036,1.212,1.048,0.932,1.04,0.96,1.092,1.008
1.052,1.04,1.032,1.208,1.06,0.96,1.084,0.964,1.032,1.052
1.036,1.06,1.004,1.196,1.064,0.832,1.052,0.976,0.972,1.136
1.024,1.052,1.004,1.18,1.08,0.828,1.036,0.996,0.972,1.096
1.024,1.06,0.984,1.196,1.104,0.88,1.116,0.992,1.352,1.168
1.032,1.06,0.948,1.196,1.108,0.824,1.108,0.976,1.18,1.168
1.004,1.048,0.936,1.228,1.1,0.784,1.052,0.972,1,1.108
1.024,1.072,0.98,1.256,1.112,0.868,0.856,0.956,0.968,1.156
1.008,1.076,1.016,1.256,1.108,0.884,0.9,0.976,1.084,1.14
0.996,1.052,0.996,1.324,1.112,0.812,1.252,1,1.192,1.108
0.988,1.076,1,1.308,1.104,0.86,0.968,0.996,1.288,1.152
1,1.08,0.964,1.34,1.108,0.944,1.04,1.004,1.304,1.092
1.008,1.072,0.964,1.336,1.108,0.884,1.18,0.988,1.284,1.02
1.016,1.084,0.976,1.332,1.108,0.78,1.064,0.932,1.296,1.056
1.024,1.092,0.964,1.304,1.124,0.812,0.884,0.932,1.176,0.968
1.02,1.08,0.964,1.288,1.124,1.076,1.068,0.968,1.264,0.86
1.016,1.088,0.964,1.3,1.132,0.932,1.18,0.992,1.26,0.82
1.024,1.1,0.956,1.26,1.124,0.808,1.116,1.044,1.188,0.876
1.044,1.088,0.944,1.22,1.136,0.896,0.996,1.06,1.344,1.228
1.036,1.1,0.968,1.2,1.144,0.936,1.112,1.068,1.388,1.048
1.044,1.1,0.988,1.196,1.152,0.844,1.144,1.004,1.236,1.12
1.044,1.068,0.968,1.192,1.144,0.824,1.064,0.98,1.464,1.132
1.06,1.1,0.984,1.156,1.132,0.9,1.088,0.972,1.352,1.068
1.044,1.084,0.988,1.152,1.136,0.932,1.084,1.008,1.292,1.064
1.04,1.084,0.976,1.172,1.136,0.832,1.024,1.08,1.408,1.06
1.048,1.092,0.972,1.152,1.124,0.804,1.128,1.076,1.308,1.004
1.036,1.084,0.984,1.132,1.128,0.88,1.096,1.04,1.432,0.964
1,1.048,0.996,1.132,1.132,0.896,1.012,1.052,1.424,1.02
1,1.056,1.024,1.16,1.128,0.816,1.112,1.048,1.348,1.072
0.94,1.072,1.02,1.156,1.12,0.852,1.116,1.012,1.5,1.04
0.952,1.044,1.02,1.12,1.108,0.896,1.1,0.984,1.452,1.108
0.948,1.072,1.052,1.136,1.104,0.796,1.128,0.932,1.372,1.124
0.936,1.08,1.04,1.12,1.08,0.744,1.116,0.968,1.508,1.048
0.936,1.068,1.024,1.132,1.064,0.792,1.12,1.016,1.356,1.076
0.94,1.084,1.012,1.16,1.048,0.968,1.104,1.024,1.484,1.064
0.944,1.08,1.028,1.148,1.032,0.828,1.032,1.044,1.32,1.024
0.944,1.052,1.008,1.136,1.024,0.756,1.1,1.012,1.376,1.068
0.948,1.068,1.028,1.124,1.02,0.792,1.1,0.964,1.512,1.092
0.94,1.056,1.04,1.116,1.024,0.864,1.084,0.944,1.328,1.064
0.96,1.06,1.028,1.108,1.032,0.788,1.012,0.936,1.428,1.088
0.964,1.056,1.028,1.088,1.036,0.74,1.096,0.992,1.496,1.076
0.96,1.052,1.024,1.072,1.04,0.768,1.076,0.992,1.256,1.052
0.984,1.064,1.036,1.108,1.068,0.892,1.064,0.988,1.42,1.06
0.992,1.076,1.012,1.108,1.064,0.812,1.088,0.972,1.332,1.044
0.98,1.072,1.02,1.072,1.092,0.76,1.1,0.952,1.476,1
1.004,1.076,1.012,1.092,1.084,0.792,1.104,0.9,1.476,1.028
0.98,1.072,1.008,1.072,1.088,0.868,1.064,0.916,1.472,1.036
0.988,1.052,1.012,1.052,1.096,0.828,1.06,0.96,1.512,0.98
0.968,1.072,1.024,1.136,1.1,0.748,1.052,0.976,1.332,1.024
0.964,1.072,1.012,1.14,1.108,0.796,1.056,0.972,1.396,1.064
0.972,1.056,1.016,1.248,1.116,0.828,1.14,0.964,1.32,1.016
0.976,1.088,1.032,1.268,1.108,0.78,1.092,0.988,1.344,1.024
0.984,1.088,1.008,1.236,1.112,0.784,0.948,0.972,1.448,1.02
0.984,1.068,1,1.256,1.112,0.844,0.872,0.956,1.408,0.952
0.968,1.092,1.028,1.248,1.116,0.896,0.988,0.96,1.32,0.968
0.972,1.076,1.008,1.268,1.136,0.792,1.18,0.964,1.412,0.976
0.98,1.084,0.984,1.296,1.14,0.8,1.124,0.94,1.336,0.948
0.952,1.088,0.988,1.308,1.16,0.912,1.048,0.92,1.516,0.992
0.968,1.084,0.976,1.272,1.172,0.856,1.108,0.932,1.608,0.996
0.968,1.112,0.968,1.312,1.188,0.76,1.104,1.012,1.36,0.952
0.98,1.112,0.972,1.308,1.192,0.78,1.104,1.028,1.408,1.028
0.992,1.088,1.008,1.292,1.184,0.82,1.072,1.016,1.492,1.06
1.012,1.068,0.984,1.264,1.168,0.836,0.988,0.98,1.396,0.996
1.016,1.076,0.988,1.304,1.168,0.772,0.852,0.94,1.452,1.02
1.028,1.064,1.004,1.268,1.172,0.768,0.832,0.896,1.324,1.016
1.028,1.076,0.996,1.22,1.168,0.872,0.98,0.892,1.436,0.988
1.036,1.108,0.964,1.232,1.16,0.836,1.076,0.944,1.264,1.032
1.028,1.092,0.972,1.236,1.14,0.76,0.992,0.956,1.372,1
1.036,1.088,0.972,1.188,1.148,0.796,0.856,0.948,1.296,0.956
1.028,1.12,0.972,1.164,1.148,0.812,0.764,0.924,1.364,1.016
1.024,1.108,0.992,1.14,1.156,0.788,0.744,0.884,1.352,1.048
1.036,1.12,1.016,1.136,1.14,0.8,0.736,0.92,1.308,1.008
1.056,1.112,1.004,1.104,1.128,0.844,0.76,0.944,1.48,1.056
1.06,1.096,0.992,1.04,1.14,0.892,0.728,0.936,1.368,1.044
1.06,1.104,0.992,1.048,1.14,0.792,0.716,0.956,1.372,1.004
1.056,1.108,0.996,1.028,1.136,0.772,0.728,0.944,1.42,0.92
1.004,1.076,0.968,1.056,1.136,0.74,0.732,0.948,1.468,0.924
1.004,1.092,0.972,1.04,1.148,0.752,0.72,0.94,1.532,1.016
0.964,1.116,0.98,1.068,1.136,0.74,0.692,0.892,1.324,1.144
0.944,1.092,0.976,1.068,1.132,0.752,0.696,0.892,1.44,1.036
0.928,1.124,0.976,1.06,1.132,0.728,0.692,0.912,1.44,0.988
0.936,1.132,1.012,1.124,1.136,0.696,0.712,0.904,1.312,0.916
0.908,1.108,1.032,1.092,1.12,0.688,0.776,0.9,1.62,0.876
0.924,1.108,0.988,1.132,1.1,0.688,0.86,0.896,1.408,0.9
0.936,1.116,0.988,1.168,1.088,0.668,0.888,0.888,1.54,1.076
0.952,1.1,0.996,1.184,1.068,0.732,0.832,0.864,1.516,1.02
0.952,1.08,0.976,1.228,1.068,0.772,0.892,0.868,1.34,1.016
0.964,1.104,0.96,1.216,1.064,0.712,0.96,0.912,1.492,1.068
0.964,1.12,0.964,1.24,1.068,0.708,0.98,0.932,1.428,1.076
0.956,1.072,0.992,1.208,1.064,0.732,0.912,0.936,1.228,1.028
0.968,1.088,0.972,1.244,1.064,0.776,0.988,0.912,1.564,1.048
0.904,1.1,0.98,1.292,1.068,0.752,1.044,0.908,1.356,1.076
0.916,1.068,0.992,1.248,1.06,0.776,1.052,0.948,1.436,1.016
0.896,1.06,0.98,1.268,1.068,0.82,0.944,0.932,1.324,1.016
0.904,1.064,0.992,1.272,1.06,0.804,0.816,0.904,1.356,1.06
0.916,1.06,1.016,1.268,1.06,0.752,0.8,0.88,1.3,1.104
0.92,1.06,1.02,1.276,1.06,0.764,0.836,0.904,1.3,1.1
0.928,1.06,1.036,1.272,1.052,0.792,1.268,0.896,1.336,1.092
0.924,1.064,0.996,1.272,1.052,0.768,1.2,0.876,1.22,1.116
0.908,1.048,0.968,1.252,1.048,0.736,1.228,0.864,1.332,1.108
0.92,1.052,0.932,1.26,1.044,0.756,1.2,0.904,1.156,1.108
0.928,1.068,0.904,1.244,1.044,0.836,1.22,0.916,1.28,1.088
0.92,1.052,0.94,1.236,1.024,0.804,1.208,0.924,1.268,1.068
0.916,1.072,0.952,1.228,1.028,0.74,1.172,0.9,1.236,0.912
0.904,1.064,0.992,1.22,1.036,0.756,1.14,0.872,1.372,0.848
0.916,1.068,1.02,1.24,1.044,0.812,1.064,0.912,1.204,0.84
0.928,1.092,0.976,1.24,1.056,0.828,1.188,0.912,1.356,0.852
0.908,1.064,0.968,1.236,1.052,0.768,1.144,0.928,1.252,1.112
0.92,1.088,0.976,1.28,1.084,0.804,1.18,0.932,1.344,0.904
0.936,1.088,0.98,1.28,1.064,0.864,1.164,0.924,1.464,0.832
0.948,1.084,0.952,1.288,1.088,0.804,1.156,0.908,1.384,0.776
0.964,1.084,0.94,1.276,1.088,0.74,1.144,0.888,1.5,0.764
1,1.1,0.964,1.244,1.1,0.76,1.164,0.9,1.448,0.764
0.996,1.1,0.96,1.236,1.116,0.848,1.152,0.92,1.42,0.768
1.02,1.076,0.98,1.24,1.124,0.848,1.048,0.948,1.312,0.824
1.032,1.08,1.028,1.2,1.14,0.768,1.16,0.964,1.42,0.928
1.008,1.084,1.008,1.184,1.152,0.82,1.184,0.96,1.42,1.052
0.988,1.076,1.032,1.164,1.156,0.884,1.156,0.944,1.376,1.02
0.956,1.076,1.04,1.144,1.172,0.792,1.112,0.992,1.376,1.024
0.948,1.08,1.016,1.144,1.172,0.784,1.144,1.036,1.292,1.036
0.956,1.076,1.008,1.116,1.18,0.804,1.124,0.972,1.404,0.968
0.92,1.072,1.012,1.1,1.18,0.824,1.012,0.984,1.26,0.9
0.928,1.076,1,1.092,1.192,0.76,1.08,1.004,1.272,0.888
0.952,1.072,1.008,1.052,1.196,0.812,1.084,0.932,1.464,0.956
0.972,1.084,1.032,1.028,1.196,0.868,1.108,0.988,1.368,1.18
0.972,1.076,1.004,1.048,1.172,0.832,0.964,0.952,1.4,0.988
0.972,1.068,1.004,1.048,1.152,0.844,0.896,0.884,1.26,0.98
0.968,1.076,1.008,1.044,1.148,0.92,0.832,0.844,1.504,1.244
0.936,1.068,0.996,1.056,1.152,0.856,0.808,0.86,1.364,1.192
0.94,1.06,1.012,1.076,1.156,0.756,0.768,0.868,1.34,1.18
0.94,1.06,1.016,1.064,1.156,0.776,0.744,0.86,1.372,1.192
0.948,1.064,0.984,1.116,1.14,0.832,0.74,0.876,1.252,1.164
0.932,1.044,0.992,1.148,1.124,0.912,0.728,0.932,1.372,1.14
0.916,1.06,1,1.104,1.116,0.828,0.732,0.976,1.308,1.092
0.904,1.064,1,1.168,1.1,0.94,0.728,1,1.36,1.084
0.924,1.056,1.02,1.312,1.084,1.004,0.72,0.948,1.436,1.068
0.928,1.072,1.036,1.176,1.08,0.856,0.704,0.916,1.408,0.932
0.932,1.08,1.004,1.248,1.068,0.884,0.708,0.928,1.472,0.892
0.968,1.064,1.016,1.192,1.064,0.9,0.716,0.94,1.32,0.848
0.976,1.092,1.004,1.18,1.052,0.796,0.756,0.944,1.4,0.924
0.988,1.08,0.98,1.288,1.052,0.844,0.808,0.92,1.256,1.16
0.952,1.084,0.988,1.284,1.052,1.016,0.776,0.912,1.364,1.084
0.976,1.084,0.976,1.276,1.048,0.952,0.776,0.996,1.36,1.196
0.976,1.084,0.976,1.296,1.052,0.82,0.792,1.032,1.364,1.2
0.972,1.076,0.996,1.3,1.06,1.012,0.82,1.064,1.5,1.152
0.972,1.068,0.992,1.344,1.06,1.02,0.78,1.056,1.364,1.108
0.944,1.06,1.008,1.328,1.064,0.908,0.752,1.012,1.336,1.104
0.936,1.056,1.016,1.328,1.052,0.928,0.776,1.032,1.48,1.112
0.9,1.044,1.012,1.348,1.056,0.992,0.852,1.028,1.396,1.056
0.908,1.048,1.004,1.364,1.06,0.904,0.94,1.008,1.428,1.08
0.884,1.044,1.008,1.344,1.072,0.948,1.004,0.964,1.34,1.108
0.904,1.064,0.988,1.332,1.08,0.976,1.036,0.944,1.176,1.108
0.908,1.036,0.976,1.308,1.08,0.836,1.04,0.976,1.56,1.052
0.92,1.028,0.968,1.292,1.088,0.888,1.032,1.008,1.376,1.112
0.944,1.044,0.968,1.276,1.088,0.996,1.024,0.992,1.512,1.088
0.936,1.064,0.976,1.268,1.088,0.892,1.028,1.016,1.3,1
0.932,1.06,1.012,1.244,1.08,0.904,0.968,1.02,1.412,1.04
0.94,1.06,1.008,1.212,1.084,0.992,0.812,1.02,1.4,1.06
0.948,1.068,1.012,1.168,1.072,0.864,0.776,0.992,1.288,1.084
0.94,1.084,1.016,1.208,1.06,0.868,0.748,0.948,1.4,1.04
0.92,1.08,1.004,1.196,1.056,0.98,0.768,0.992,1.36,1.112
0.924,1.096,1.008,1.144,1.04,0.928,0.752,1,1.32,1.092
0.912,1.08,1.028,1.08,1.032,0.832,0.772,0.952,1.356,1.036
0.916,1.096,1.02,1.052,1.028,0.896,0.956,0.948,1.172,1.088
0.924,1.1,1.008,1.012,1.028,0.952,0.884,0.976,1.448,1.092
0.932,1.096,1.028,1.052,1.032,0.86,0.876,0.996,1.38,1.024
0.892,1.112,1.012,1.052,1.024,0.796,1.052,0.948,1.324,1.056
0.924,1.116,0.988,1,1.036,0.92,1.064,0.9,1.36,1.084
0.936,1.116,0.984,1.032,1.056,0.98,0.964,0.892,1.252,1.08
0.948,1.112,1.008,1.028,1.044,0.86,0.888,0.948,1.352,1.004
0.924,1.108,0.988,1.004,1.052,0.784,0.94,0.996,1.176,1.032
0.964,1.096,0.996,1.008,1.044,0.848,1.068,1.028,1.172,1.064
0.972,1.096,1.028,1.004,1.048,0.856,0.96,1.032,1.116,0.98
0.952,1.088,1.004,1,1.044,0.792,0.94,1.012,1.064,0.94
0.932,1.1,0.996,1.016,1.048,0.84,1.112,0.98,1.064,0.94
0.924,1.096,1.044,1.032,1.052,0.932,1.16,0.92,1.148,0.948
0.928,1.08,1.02,1.024,1.044,0.816,1.12,0.892,1.144,0.976
0.92,1.104,1.016,1.064,1.04,0.76,0.988,0.88,1.268,0.952
0.932,1.104,1,1.116,1.036,0.824,1.136,0.876,1.16,1.02
0.956,1.1,0.988,1.1,1.036,0.944,1.168,0.932,1.244,1.156
0.952,1.1,0.98,1.256,1.028,0.84,1.052,1.164,1.36,1.128
0.936,1.088,0.988,1.28,1.044,0.784,0.98,1.228,1.284,1.152
0.94,1.092,0.984,1.232,1.024,0.868,1.144,1.172,1.396,1.184
0.916,1.08,0.968,1.272,1.044,0.912,1.16,1.116,1.24,1.108
0.916,1.072,0.976,1.292,1.02,0.824,1.072,1.028,1.296,1.084
0.916,1.048,1.004,1.296,1.048,0.82,1,0.94,1.32,1.076
0.912,1.052,0.992,1.3,1.04,0.924,1.112,0.884,1.336,1.028
0.892,1.056,0.992,1.304,1.048,0.908,1.184,0.868,1.5,0.968
0.92,1.06,0.98,1.312,1.032,0.784,1.12,0.864,1.372,1
0.94,1.06,0.972,1.336,1.06,0.784,1.044,0.864,1.484,1.088
0.944,1.072,0.996,1.348,1.064,0.852,1.156,0.872,1.344,0.972
0.96,1.08,0.988,1.368,1.076,0.852,1.164,0.908,1.372,1.02
0.96,1.076,0.988,1.364,1.08,0.752,1.116,0.996,1.412,1.16
0.932,1.072,1.016,1.376,1.084,0.768,0.976,1,1.284,1.136
0.964,1.08,0.976,1.368,1.06,0.872,1.044,0.996,1.42,1.1
0.956,1.076,0.96,1.356,1.056,0.792,1.184,0.992,1.28,1.096
0.896,1.068,0.952,1.364,1.048,0.724,1.172,0.964,1.292,1.012
0.9,1.084,0.916,1.396,1.036,0.708,1.18,0.932,1.196,0.996
0.92,1.08,0.892,1.36,1.028,0.692,1.216,0.916,1.244,1.012
0.956,1.092,0.892,1.42,1.024,0.708,1.168,0.908,1.216,1.088
0.992,1.096,0.948,1.436,1.012,0.752,1.124,0.916,1.052,1.076
1.028,1.1,0.94,1.4,1.016,0.688,1.152,0.92,1.096,1.156
1.06,1.088,0.988,1.388,1.04,0.652,1.132,0.924,1.132,1.156
1.064,1.104,1,1.388,1.052,0.664,1.108,0.936,1.024,1.068
1.064,1.092,0.976,1.344,1.092,0.664,1.188,0.932,1.06,1.092
1.072,1.084,1.008,1.272,1.112,0.7,1.156,0.948,1.26,1.092
1.06,1.096,0.992,1.22,1.128,0.7,1.112,0.96,1.232,0.976
1.04,1.084,0.98,1.22,1.14,0.704,1.092,0.964,1.364,1.036
1.032,1.096,0.964,1.2,1.144,0.744,1.14,0.932,1.28,1.064
1.04,1.112,0.98,1.208,1.148,0.736,1.1,0.904,1.324,1.024
0.988,1.1,0.96,1.212,1.144,0.724,1.008,0.884,1.272,1.092
0.976,1.1,0.956,1.2,1.14,0.704,1.124,0.948,1.22,1.076
0.972,1.116,0.976,1.18,1.12,0.74,1.136,0.96,1.244,0.932
0.952,1.12,0.968,1.168,1.112,0.804,1.044,0.94,1.16,0.916
0.944,1.112,0.988,1.12,1.104,0.808,1.096,0.928,1.308,0.844
0.932,1.116,1.012,1.092,1.104,0.732,1.12,0.892,1.38,0.808
0.908,1.104,1.004,1.064,1.096,0.756,1.06,0.872,1.204,0.784
0.932,1.096,1.012,1.036,1.092,0.836,1.18,0.876,1.332,0.848
0.936,1.112,1.024,1.052,1.088,0.94,1.156,0.924,1.376,1.112
0.944,1.056,1.004,1.064,1.084,0.824,1.116,0.948,1.34,0.988
0.916,1.044,0.992,1.048,1.076,0.82,1.06,0.952,1.436,0.976
0.944,1.076,1,1.084,1.088,0.856,1.132,0.928,1.332,1.028
0.944,1.06,1.012,1.076,1.076,0.836,1.12,0.912,1.356,0.988
0.956,1.076,0.996,1.064,1.068,0.772,1.02,0.9,1.344,0.896
0.96,1.084,1.012,1.104,1.076,0.772,1.096,0.976,1.32,0.856
0.956,1.08,1.012,1.144,1.08,1.076,1.112,0.98,1.4,0.864
0.992,1.084,0.984,1.22,1.088,0.86,1.056,0.976,1.276,0.912
1.024,1.084,0.992,1.292,1.096,0.76,1.096,0.96,1.416,0.972
1.056,1.088,0.988,1.296,1.1,0.852,1.104,0.908,1.268,1.096
1.08,1.1,0.976,1.316,1.108,0.992,1.084,0.884,1.356,1.072
1.072,1.088,0.972,1.352,1.108,0.868,1.036,0.916,1.364,1.052
1.084,1.1,0.996,1.356,1.108,0.844,1.116,0.948,1.32,1.048
1.084,1.116,0.992,1.32,1.084,1.048,1.132,0.968,1.616,0.94
1.04,1.1,0.992,1.364,1.08,0.964,1.04,0.964,1.356,0.916
1.028,1.1,0.992,1.284,1.084,0.848,1.088,0.936,1.324,0.964
0.98,1.104,0.988,1.176,1.084,0.792,1.06,0.924,1.464,1.06
0.976,1.096,0.976,1.104,1.084,0.864,1.032,0.976,1.22,1.108
0.972,1.104,0.992,1.12,1.072,0.848,1.084,0.996,1.368,1.052
0.984,1.112,1,1.144,1.068,0.784,1.044,1.012,1.292,1.1
0.988,1.088,0.976,1.176,1.064,0.912,0.976,0.988,1.292,1.12
0.972,1.104,0.976,1.264,1.056,0.956,1.12,0.972,1.396,1.052
0.972,1.1,0.988,1.208,1.052,0.828,1.124,0.984,1.268,1.032
0.976,1.088,0.992,1.204,1.044,0.768,1.032,0.968,1.344,1.064
0.964,1.116,1.008,1.18,1.028,0.872,1.088,0.976,1.216,1.084
0.94,1.076,1.024,1.168,1.02,0.952,1.104,0.932,1.156,1.024
